"","t","c","N","t2"
"1499","2013-01","Classe politique : Gauche",0,2013-01-01
"1500","2013-01","CNIL/CSA",1,2013-01-01
"1501","2013-01","Conseils/Rapports",11,2013-01-01
"1502","2013-01","DRM",0,2013-01-01
"1503","2013-01","Exécutif : Ministère",3,2013-01-01
"1504","2013-01","Exécutif : PR/PM/GOUV",3,2013-01-01
"1505","2013-01","HADOPI/DADVSI/LOPPSI",24,2013-01-01
"1506","2013-01","Industrie : Culture",8,2013-01-01
"1507","2013-01","Industrie : Info/Web",11,2013-01-01
"1508","2013-01","Industrie : Télécom",4,2013-01-01
"1509","2013-01","Opposants : Autres",2,2013-01-01
"1510","2013-01","Opposants : EUCD/LQDN",0,2013-01-01
"1511","2013-01","P2P/DDL",8,2013-01-01
"1512","2013-01","Parlement",2,2013-01-01
"1513","2013-01","UE/IPRED",2,2013-01-01
"1514","2013-02","ACTA/SOPA/PIPA",0,2013-02-01
"1515","2013-02","Classe politique : Droite",0,2013-02-01
"1516","2013-02","Classe politique : Gauche",2,2013-02-01
"1517","2013-02","CNIL/CSA",1,2013-02-01
"1518","2013-02","Conseils/Rapports",4,2013-02-01
"1519","2013-02","DRM",5,2013-02-01
"1520","2013-02","Exécutif : Ministère",4,2013-02-01
"1521","2013-02","Exécutif : PR/PM/GOUV",2,2013-02-01
"1522","2013-02","HADOPI/DADVSI/LOPPSI",19,2013-02-01
"1523","2013-02","Industrie : Culture",8,2013-02-01
"1524","2013-02","Industrie : Info/Web",5,2013-02-01
"1525","2013-02","Industrie : Télécom",1,2013-02-01
"1526","2013-02","Opposants : Autres",0,2013-02-01
"1527","2013-02","Opposants : EUCD/LQDN",1,2013-02-01
"1528","2013-02","P2P/DDL",2,2013-02-01
"1529","2013-02","Parlement",2,2013-02-01
"1530","2013-02","UE/IPRED",2,2013-02-01
"1531","2013-03","ACTA/SOPA/PIPA",0,2013-03-01
"1532","2013-03","Classe politique : Droite",2,2013-03-01
"1533","2013-03","Classe politique : Gauche",1,2013-03-01
"1534","2013-03","CNIL/CSA",1,2013-03-01
"1535","2013-03","Conseils/Rapports",4,2013-03-01
"1536","2013-03","DRM",3,2013-03-01
"1537","2013-03","Exécutif : Ministère",2,2013-03-01
"1538","2013-03","Exécutif : PR/PM/GOUV",3,2013-03-01
"1539","2013-03","HADOPI/DADVSI/LOPPSI",17,2013-03-01
"1540","2013-03","Industrie : Culture",4,2013-03-01
"1541","2013-03","Industrie : Info/Web",8,2013-03-01
"1542","2013-03","Industrie : Télécom",3,2013-03-01
"1543","2013-03","Opposants : Autres",0,2013-03-01
"1544","2013-03","Opposants : EUCD/LQDN",2,2013-03-01
"1545","2013-03","P2P/DDL",1,2013-03-01
"1546","2013-03","Parlement",3,2013-03-01
"1547","2013-03","UE/IPRED",0,2013-03-01
"1548","2013-04","ACTA/SOPA/PIPA",0,2013-04-01
"1549","2013-04","Classe politique : Droite",6,2013-04-01
"1550","2013-04","Classe politique : Gauche",6,2013-04-01
"1551","2013-04","CNIL/CSA",2,2013-04-01
"1552","2013-04","Conseils/Rapports",9,2013-04-01
"1553","2013-04","DRM",8,2013-04-01
"1554","2013-04","Exécutif : Ministère",5,2013-04-01
"1555","2013-04","Exécutif : PR/PM/GOUV",5,2013-04-01
"1556","2013-04","HADOPI/DADVSI/LOPPSI",17,2013-04-01
"1557","2013-04","Industrie : Culture",3,2013-04-01
"1558","2013-04","Industrie : Info/Web",5,2013-04-01
"1559","2013-04","Industrie : Télécom",1,2013-04-01
"1560","2013-04","Opposants : Autres",0,2013-04-01
"1561","2013-04","Opposants : EUCD/LQDN",0,2013-04-01
"1562","2013-04","P2P/DDL",0,2013-04-01
"1563","2013-04","Parlement",6,2013-04-01
"1564","2013-04","UE/IPRED",5,2013-04-01
"1565","2013-05","ACTA/SOPA/PIPA",3,2013-05-01
"1566","2013-05","Classe politique : Droite",0,2013-05-01
"1567","2013-05","Classe politique : Gauche",2,2013-05-01
"1568","2013-05","CNIL/CSA",9,2013-05-01
"1569","2013-05","Conseils/Rapports",11,2013-05-01
"1570","2013-05","DRM",1,2013-05-01
"1571","2013-05","Exécutif : Ministère",0,2013-05-01
"1572","2013-05","Exécutif : PR/PM/GOUV",2,2013-05-01
"1573","2013-05","HADOPI/DADVSI/LOPPSI",17,2013-05-01
"1574","2013-05","Industrie : Culture",1,2013-05-01
"1575","2013-05","Industrie : Info/Web",2,2013-05-01
"1576","2013-05","Industrie : Télécom",0,2013-05-01
"1577","2013-05","Opposants : Autres",0,2013-05-01
"1578","2013-05","Opposants : EUCD/LQDN",4,2013-05-01
"1579","2013-05","P2P/DDL",3,2013-05-01
"1580","2013-05","Parlement",4,2013-05-01
"1581","2013-05","UE/IPRED",0,2013-05-01
