"t","i","j","w"
"2013-06-06","Mission Lescure","Nicolas Sarkozy",1.43957388612971e-05
"2013-06-06","Mission Lescure","Olivier Schrameck",0.000215936082919456
"2013-06-06","Nicolas Sarkozy","Olivier Schrameck",6.88705234159781e-05
"2013-06-12","Aurélie Filippetti","CSA",1.70204798924306e-05
"2013-06-12","Aurélie Filippetti","Mission Lescure",2.41965729587166e-05
"2013-06-12","CSA","Mission Lescure",1.78593752790527e-05
"2013-06-12","Aurélie Filippetti","Mission Lescure",3.22620972782888e-05
"2013-06-12","Numericable","Virgin",0.000345065562456867
"2013-06-13","Megaupload","Netflix",9.8814229249012e-05
"2013-06-13","Megaupload","Spotify",3.18755578222619e-05
"2013-06-13","Netflix","Spotify",0.000403225806451613
"2013-06-19","Free","Orange",1.84836050423275e-05
"2013-06-19","Free","SFR",3.36496399488526e-05
"2013-06-19","Free","Virgin",3.8038723420442e-05
"2013-06-19","Orange","SFR",4.51426507764536e-05
"2013-06-19","Orange","Virgin",5.10308226168606e-05
"2013-06-19","SFR","Virgin",9.29022668153103e-05
"2013-06-19","Amazon","CNIL",5.05241884552228e-05
"2013-06-19","Amazon","Facebook",7.52870318087708e-05
"2013-06-19","Amazon","LQDN",6.79059502588914e-05
"2013-06-19","Amazon","Microsoft",0.000121322414316045
"2013-06-19","CNIL","Facebook",2.09685367106656e-05
"2013-06-19","CNIL","LQDN",1.89127978174631e-05
"2013-06-19","CNIL","Microsoft",3.3790062342665e-05
"2013-06-19","Facebook","LQDN",2.81823113722672e-05
"2013-06-19","Facebook","Microsoft",5.03511996173308e-05
"2013-06-19","LQDN","Microsoft",4.54148074979847e-05
"2013-06-20","Aurélie Filippetti","Facebook",2.68425750082205e-05
"2013-06-20","Aurélie Filippetti","Mission Lescure",2.41965729587166e-05
"2013-06-20","Aurélie Filippetti","Patrick Bloche",3.2807591676714e-05
"2013-06-20","Aurélie Filippetti","SACD",3.90297211326425e-05
"2013-06-20","Facebook","Mission Lescure",2.81655760329725e-05
"2013-06-20","Facebook","Patrick Bloche",3.81890741058983e-05
"2013-06-20","Facebook","SACD",4.54318295397755e-05
"2013-06-20","Mission Lescure","Patrick Bloche",3.44245929291886e-05
"2013-06-20","Mission Lescure","SACD",4.09533950364485e-05
"2013-06-20","Patrick Bloche","SACD",5.55277916597258e-05
"2013-06-21","Free","Orange",1.84836050423275e-05
"2013-06-21","Free","SFR",3.36496399488526e-05
"2013-06-21","Free","Virgin",3.8038723420442e-05
"2013-06-21","Orange","SFR",4.51426507764536e-05
"2013-06-21","Orange","Virgin",5.10308226168606e-05
"2013-06-21","SFR","Virgin",9.29022668153103e-05
"2013-06-27","Allostreaming","Free",0.000159071025212758
"2013-06-27","Allostreaming","Megaupload",0.000239549646664271
"2013-06-27","Free","Megaupload",2.07483945929684e-05
"2013-06-28","Aurélie Filippetti","Christian Paul",3.65116746079559e-05
"2013-06-28","Aurélie Filippetti","CSA",1.70204798924306e-05
"2013-06-28","Aurélie Filippetti","François Hollande",1.13754966115239e-05
"2013-06-28","Aurélie Filippetti","Martine Aubry",7.85106529142174e-05
"2013-06-28","Aurélie Filippetti","Megaupload",1.34212875041103e-05
"2013-06-28","Aurélie Filippetti","Mission Lescure",2.41965729587166e-05
"2013-06-28","Christian Paul","CSA",2.69490931630151e-05
"2013-06-28","Christian Paul","François Hollande",1.80112029682463e-05
"2013-06-28","Christian Paul","Martine Aubry",0.000124308533780844
"2013-06-28","Christian Paul","Megaupload",2.1250371881508e-05
"2013-06-28","Christian Paul","Mission Lescure",3.8311240517968e-05
"2013-06-28","CSA","François Hollande",8.39619987993433e-06
"2013-06-28","CSA","Martine Aubry",5.79483390557318e-05
"2013-06-28","CSA","Megaupload",9.90618839589092e-06
"2013-06-28","CSA","Mission Lescure",1.78593752790527e-05
"2013-06-28","François Hollande","Martine Aubry",3.87292919317202e-05
"2013-06-28","François Hollande","Megaupload",6.62071887765574e-06
"2013-06-28","François Hollande","Mission Lescure",1.19361653875076e-05
"2013-06-28","Martine Aubry","Megaupload",4.56944412712194e-05
"2013-06-28","Martine Aubry","Mission Lescure",8.23802397264976e-05
"2013-06-28","Megaupload","Mission Lescure",1.40827880164863e-05
"2013-06-30","Aurélie Filippetti","CSA",1.70204798924306e-05
"2013-07-09","Aurélie Filippetti","CSA",1.70204798924306e-05
"2013-07-09","Aurélie Filippetti","Free",1.78245970527029e-05
"2013-07-09","Aurélie Filippetti","Mission Lescure",1.61310486391444e-05
"2013-07-09","CSA","Free",1.31562502055664e-05
"2013-07-09","CSA","Mission Lescure",1.19062501860351e-05
"2013-07-09","Free","Mission Lescure",1.24687501948242e-05
"2013-07-24","Arcep","Aurélie Filippetti",6.28812173803685e-05
"2013-07-24","Arcep","CSA",4.64123271140815e-05
"2013-07-24","Arcep","France Télévisions",0.000243664717348928
"2013-07-24","Arcep","François Hollande",6.2038588001737e-05
"2013-07-24","Arcep","Lionel Jospin",0.000411522633744856
"2013-07-24","Arcep","Matignon",0.000385802469135802
"2013-07-24","Arcep","Michel Boyon",0.00123456790123457
"2013-07-24","Arcep","Mission Lescure",4.39869798539632e-05
"2013-07-24","Arcep","Nicolas Sarkozy",2.80583613916948e-05
"2013-07-24","Arcep","Olivier Schrameck",0.00042087542087542
"2013-07-24","Arcep","Patrick Bloche",8.94614421184471e-05
"2013-07-24","Arcep","UMP",2.35006580184244e-05
"2013-07-24","Aurélie Filippetti","CSA",1.70204798924306e-05
"2013-07-24","Aurélie Filippetti","France Télévisions",8.93575194352605e-05
"2013-07-24","Aurélie Filippetti","François Hollande",2.27509932230479e-05
"2013-07-24","Aurélie Filippetti","Lionel Jospin",0.000150914921712884
"2013-07-24","Aurélie Filippetti","Matignon",0.000141482739105829
"2013-07-24","Aurélie Filippetti","Michel Boyon",0.000452744765138653
"2013-07-24","Aurélie Filippetti","Mission Lescure",1.61310486391444e-05
"2013-07-24","Aurélie Filippetti","Nicolas Sarkozy",1.02896537531512e-05
"2013-07-24","Aurélie Filippetti","Olivier Schrameck",0.000154344806297268
"2013-07-24","Aurélie Filippetti","Patrick Bloche",3.2807591676714e-05
"2013-07-24","Aurélie Filippetti","UMP",8.61823791507586e-06
"2013-07-24","CSA","France Télévisions",6.59543595831684e-05
"2013-07-24","CSA","François Hollande",1.67923997598687e-05
"2013-07-24","CSA","Lionel Jospin",0.000111389585073795
"2013-07-24","CSA","Matignon",0.000104427736006683
"2013-07-24","CSA","Michel Boyon",0.000334168755221387
"2013-07-24","CSA","Mission Lescure",1.19062501860351e-05
"2013-07-24","CSA","Nicolas Sarkozy",7.59474443684972e-06
"2013-07-24","CSA","Olivier Schrameck",0.000113921166552745
"2013-07-24","CSA","Patrick Bloche",2.42151271899556e-05
"2013-07-24","CSA","UMP",6.36108036588932e-06
"2013-07-24","France Télévisions","François Hollande",8.81600987393105e-05
"2013-07-24","France Télévisions","Lionel Jospin",0.000584795321637426
"2013-07-24","France Télévisions","Matignon",0.000548245614035087
"2013-07-24","France Télévisions","Michel Boyon",0.00175438596491228
"2013-07-24","France Télévisions","Mission Lescure",6.25078134766844e-05
"2013-07-24","France Télévisions","Nicolas Sarkozy",3.9872408293461e-05
"2013-07-24","France Télévisions","Olivier Schrameck",0.000598086124401913
"2013-07-24","France Télévisions","Patrick Bloche",0.000127129417747267
"2013-07-24","France Télévisions","UMP",3.33956719209189e-05
"2013-07-24","François Hollande","Lionel Jospin",0.000148892611204169
"2013-07-24","François Hollande","Matignon",0.000139586823003908
"2013-07-24","François Hollande","Michel Boyon",0.000446677833612507
"2013-07-24","François Hollande","Mission Lescure",1.59148871833434e-05
"2013-07-24","François Hollande","Nicolas Sarkozy",1.01517689457388e-05
"2013-07-24","François Hollande","Olivier Schrameck",0.000152276534186082
"2013-07-24","François Hollande","Patrick Bloche",3.2367958957428e-05
"2013-07-24","François Hollande","UMP",8.50275063983195e-06
"2013-07-24","Lionel Jospin","Matignon",0.000925925925925923
"2013-07-24","Lionel Jospin","Michel Boyon",0.00296296296296296
"2013-07-24","Lionel Jospin","Mission Lescure",0.000105568751649511
"2013-07-24","Lionel Jospin","Nicolas Sarkozy",6.73400673400675e-05
"2013-07-24","Lionel Jospin","Olivier Schrameck",0.00101010101010101
"2013-07-24","Lionel Jospin","Patrick Bloche",0.000214707461084273
"2013-07-24","Lionel Jospin","UMP",5.64015792442186e-05
"2013-07-24","Matignon","Michel Boyon",0.00277777777777777
"2013-07-24","Matignon","Mission Lescure",9.89707046714169e-05
"2013-07-24","Matignon","Nicolas Sarkozy",6.31313131313132e-05
"2013-07-24","Matignon","Olivier Schrameck",0.000946969696969694
"2013-07-24","Matignon","Patrick Bloche",0.000201288244766506
"2013-07-24","Matignon","UMP",5.28764805414549e-05
"2013-07-24","Michel Boyon","Mission Lescure",0.000316706254948535
"2013-07-24","Michel Boyon","Nicolas Sarkozy",0.000202020202020203
"2013-07-24","Michel Boyon","Olivier Schrameck",0.00303030303030303
"2013-07-24","Michel Boyon","Patrick Bloche",0.000644122383252819
"2013-07-24","Michel Boyon","UMP",0.000169204737732656
"2013-07-24","Mission Lescure","Nicolas Sarkozy",7.19786943064854e-06
"2013-07-24","Mission Lescure","Olivier Schrameck",0.000107968041459728
"2013-07-24","Mission Lescure","Patrick Bloche",2.29497286194591e-05
"2013-07-24","Mission Lescure","UMP",6.02867236577158e-06
"2013-07-24","Nicolas Sarkozy","Olivier Schrameck",6.88705234159781e-05
"2013-07-24","Nicolas Sarkozy","Patrick Bloche",1.46391450739277e-05
"2013-07-24","Nicolas Sarkozy","UMP",3.84556222119674e-06
"2013-07-24","Olivier Schrameck","Patrick Bloche",0.000219587176108915
"2013-07-24","Olivier Schrameck","UMP",5.76834333179508e-05
"2013-07-24","Patrick Bloche","UMP",1.2261212879178e-05
"2013-08-07","ADAMI","Apple",0.000140350877192982
"2013-08-07","ADAMI","LQDN",0.000187634862557463
"2013-08-07","ADAMI","Megaupload",0.000138686637542473
"2013-08-07","ADAMI","Napster",0.000594707106749926
"2013-08-07","ADAMI","Patrick Bloche",0.000169505890329689
"2013-08-07","ADAMI","Philippe Aigrain",0.000835421888053466
"2013-08-07","ADAMI","Radiohead",0.00318979266347687
"2013-08-07","ADAMI","TPB",0.00028998115122517
"2013-08-07","ADAMI","V/U",5.88720122453786e-05
"2013-08-07","Apple","LQDN",4.27807486631016e-05
"2013-08-07","Apple","Megaupload",3.16205533596838e-05
"2013-08-07","Apple","Napster",0.000135593220338983
"2013-08-07","Apple","Patrick Bloche",3.86473429951691e-05
"2013-08-07","Apple","Philippe Aigrain",0.00019047619047619
"2013-08-07","Apple","Radiohead",0.000727272727272727
"2013-08-07","Apple","TPB",6.61157024793389e-05
"2013-08-07","Apple","V/U",1.34228187919463e-05
"2013-08-07","LQDN","Megaupload",4.22734670584007e-05
"2013-08-07","LQDN","Napster",0.000181274358741956
"2013-08-07","LQDN","Patrick Bloche",5.16675708491566e-05
"2013-08-07","LQDN","Philippe Aigrain",0.000254647313470843
"2013-08-07","LQDN","Radiohead",0.000972289742343218
"2013-08-07","LQDN","TPB",8.83899765766563e-05
"2013-08-07","LQDN","V/U",1.79449449090191e-05
"2013-08-07","Megaupload","Napster",0.00013398539559188
"2013-08-07","Megaupload","Patrick Bloche",3.81890741058983e-05
"2013-08-07","Megaupload","Philippe Aigrain",0.000188217579521927
"2013-08-07","Megaupload","Radiohead",0.000718648939992813
"2013-08-07","Megaupload","TPB",6.53317218175285e-05
"2013-08-07","Megaupload","V/U",1.32636549327533e-05
"2013-08-07","Napster","Patrick Bloche",0.000163759927945632
"2013-08-07","Napster","Philippe Aigrain",0.000807102502017757
"2013-08-07","Napster","Radiohead",0.00308166409861325
"2013-08-07","Napster","TPB",0.000280151281692114
"2013-08-07","Napster","V/U",5.68763508133319e-05
"2013-08-07","Patrick Bloche","Philippe Aigrain",0.000230043708304578
"2013-08-07","Patrick Bloche","Radiohead",0.000878348704435662
"2013-08-07","Patrick Bloche","TPB",7.98498822214239e-05
"2013-08-07","Patrick Bloche","V/U",1.62111338066985e-05
"2013-08-07","Philippe Aigrain","Radiohead",0.00432900432900433
"2013-08-07","Philippe Aigrain","TPB",0.000393545848091303
"2013-08-07","Philippe Aigrain","V/U",7.98977309044424e-05
"2013-08-07","Radiohead","TPB",0.00150262960180316
"2013-08-07","Radiohead","V/U",0.000305064063453325
"2013-08-07","TPB","V/U",2.77330966775751e-05
"2013-08-09","ADAMI","Apple",0.000140350877192982
"2013-08-09","ADAMI","LQDN",0.000187634862557463
"2013-08-09","ADAMI","Megaupload",0.000138686637542473
"2013-08-09","ADAMI","Napster",0.000594707106749926
"2013-08-09","ADAMI","Patrick Bloche",0.000169505890329689
"2013-08-09","ADAMI","Philippe Aigrain",0.000835421888053466
"2013-08-09","ADAMI","Radiohead",0.00318979266347687
"2013-08-09","ADAMI","TPB",0.00028998115122517
"2013-08-09","ADAMI","V/U",5.88720122453786e-05
"2013-08-09","Apple","LQDN",4.27807486631016e-05
"2013-08-09","Apple","Megaupload",3.16205533596838e-05
"2013-08-09","Apple","Napster",0.000135593220338983
"2013-08-09","Apple","Patrick Bloche",3.86473429951691e-05
"2013-08-09","Apple","Philippe Aigrain",0.00019047619047619
"2013-08-09","Apple","Radiohead",0.000727272727272727
"2013-08-09","Apple","TPB",6.61157024793389e-05
"2013-08-09","Apple","V/U",1.34228187919463e-05
"2013-08-09","LQDN","Megaupload",4.22734670584007e-05
"2013-08-09","LQDN","Napster",0.000181274358741956
"2013-08-09","LQDN","Patrick Bloche",5.16675708491566e-05
"2013-08-09","LQDN","Philippe Aigrain",0.000254647313470843
"2013-08-09","LQDN","Radiohead",0.000972289742343218
"2013-08-09","LQDN","TPB",8.83899765766563e-05
"2013-08-09","LQDN","V/U",1.79449449090191e-05
"2013-08-09","Megaupload","Napster",0.00013398539559188
"2013-08-09","Megaupload","Patrick Bloche",3.81890741058983e-05
"2013-08-09","Megaupload","Philippe Aigrain",0.000188217579521927
"2013-08-09","Megaupload","Radiohead",0.000718648939992813
"2013-08-09","Megaupload","TPB",6.53317218175285e-05
"2013-08-09","Megaupload","V/U",1.32636549327533e-05
"2013-08-09","Napster","Patrick Bloche",0.000163759927945632
"2013-08-09","Napster","Philippe Aigrain",0.000807102502017757
"2013-08-09","Napster","Radiohead",0.00308166409861325
"2013-08-09","Napster","TPB",0.000280151281692114
"2013-08-09","Napster","V/U",5.68763508133319e-05
"2013-08-09","Patrick Bloche","Philippe Aigrain",0.000230043708304578
"2013-08-09","Patrick Bloche","Radiohead",0.000878348704435662
"2013-08-09","Patrick Bloche","TPB",7.98498822214239e-05
"2013-08-09","Patrick Bloche","V/U",1.62111338066985e-05
"2013-08-09","Philippe Aigrain","Radiohead",0.00432900432900433
"2013-08-09","Philippe Aigrain","TPB",0.000393545848091303
"2013-08-09","Philippe Aigrain","V/U",7.98977309044424e-05
"2013-08-09","Radiohead","TPB",0.00150262960180316
"2013-08-09","Radiohead","V/U",0.000305064063453325
"2013-08-09","TPB","V/U",2.77330966775751e-05
"2013-08-25","Alain Lipietz","Benjamin Bayart",0.00416666666666666
"2013-08-25","Alain Lipietz","Ecologie",0.0074074074074074
"2013-08-25","Alain Lipietz","Facebook",0.000790513833992094
"2013-08-25","Alain Lipietz","FDN",0.00344827586206896
"2013-08-25","Alain Lipietz","Twitter",0.00074074074074074
"2013-08-25","Alain Lipietz","Verts",0.00151515151515152
"2013-08-25","Benjamin Bayart","Ecologie",0.00154320987654321
"2013-08-25","Benjamin Bayart","Facebook",0.000164690382081686
"2013-08-25","Benjamin Bayart","FDN",0.000718390804597699
"2013-08-25","Benjamin Bayart","Twitter",0.000154320987654321
"2013-08-25","Benjamin Bayart","Verts",0.000315656565656565
"2013-08-25","Ecologie","Facebook",0.000292782901478553
"2013-08-25","Ecologie","FDN",0.00127713920817369
"2013-08-25","Ecologie","Twitter",0.00027434842249657
"2013-08-25","Ecologie","Verts",0.000561167227833894
"2013-08-25","Facebook","FDN",0.000136295488619326
"2013-08-25","Facebook","Twitter",2.92782901478553e-05
"2013-08-25","Facebook","Verts",5.98874116660678e-05
"2013-08-25","FDN","Twitter",0.000127713920817369
"2013-08-25","FDN","Verts",0.000261233019853709
"2013-08-25","Twitter","Verts",5.61167227833894e-05
"2013-09-10","CSA","Olivier Schrameck",0.000113921166552745
"2013-09-12","Aurélie Filippetti","Christian Paul",3.65116746079559e-05
"2013-09-12","Aurélie Filippetti","CSA",1.70204798924306e-05
"2013-09-12","Aurélie Filippetti","David Assouline",0.000261198902964608
"2013-09-12","Aurélie Filippetti","Mission Lescure",1.61310486391444e-05
"2013-09-12","Aurélie Filippetti","Olivier Schrameck",0.000154344806297268
"2013-09-12","Aurélie Filippetti","Patrick Bloche",3.2807591676714e-05
"2013-09-12","Christian Paul","CSA",2.69490931630151e-05
"2013-09-12","Christian Paul","David Assouline",0.000413564929693963
"2013-09-12","Christian Paul","Mission Lescure",2.55408270119786e-05
"2013-09-12","Christian Paul","Olivier Schrameck",0.000244379276637341
"2013-09-12","Christian Paul","Patrick Bloche",5.19453534881306e-05
"2013-09-12","CSA","David Assouline",0.000192789666473877
"2013-09-12","CSA","Mission Lescure",1.19062501860351e-05
"2013-09-12","CSA","Olivier Schrameck",0.000113921166552745
"2013-09-12","CSA","Patrick Bloche",2.42151271899556e-05
"2013-09-12","David Assouline","Mission Lescure",0.000182715147085693
"2013-09-12","David Assouline","Olivier Schrameck",0.00174825174825175
"2013-09-12","David Assouline","Patrick Bloche",0.000371609067261242
"2013-09-12","Mission Lescure","Olivier Schrameck",0.000107968041459728
"2013-09-12","Mission Lescure","Patrick Bloche",2.29497286194591e-05
"2013-09-12","Olivier Schrameck","Patrick Bloche",0.000219587176108915
"2013-09-12","CSA","François Hollande",1.67923997598687e-05
"2013-09-12","CSA","Marie-Françoise Marais",4.14258787464529e-05
"2013-09-12","CSA","Olivier Schrameck",0.000113921166552745
"2013-09-12","François Hollande","Marie-Françoise Marais",5.53732851585752e-05
"2013-09-12","François Hollande","Olivier Schrameck",0.000152276534186082
"2013-09-12","Marie-Françoise Marais","Olivier Schrameck",0.000375657400450789
"2013-09-18","CSA","David Assouline",0.000192789666473877
"2013-09-24","CSA","David Assouline",0.000192789666473877
"2013-10-01","CNIL","France Télévisions",6.98031551026105e-05
"2013-10-01","CNIL","Isabelle Falque-Pierrotin",0.0004420866489832
"2013-10-01","CNIL","UFC-QC",5.48797219427421e-05
"2013-10-01","France Télévisions","Isabelle Falque-Pierrotin",0.00219298245614035
"2013-10-01","France Télévisions","UFC-QC",0.000272232304900181
"2013-10-01","Isabelle Falque-Pierrotin","UFC-QC",0.00172413793103448
"2013-10-02","Aurélie Filippetti","CSA",1.70204798924306e-05
"2013-10-02","Aurélie Filippetti","France Télévisions",8.93575194352605e-05
"2013-10-02","Aurélie Filippetti","INA",0.000219070047647735
"2013-10-02","Aurélie Filippetti","Nicolas Sarkozy",1.02896537531512e-05
"2013-10-02","Aurélie Filippetti","UMP",8.61823791507586e-06
"2013-10-02","CSA","France Télévisions",6.59543595831684e-05
"2013-10-02","CSA","INA",0.00016169455897809
"2013-10-02","CSA","Nicolas Sarkozy",7.59474443684972e-06
"2013-10-02","CSA","UMP",6.36108036588932e-06
"2013-10-02","France Télévisions","INA",0.000848896434634973
"2013-10-02","France Télévisions","Nicolas Sarkozy",3.9872408293461e-05
"2013-10-02","France Télévisions","UMP",3.33956719209189e-05
"2013-10-02","INA","Nicolas Sarkozy",9.77517106549367e-05
"2013-10-02","INA","UMP",8.18732601932206e-05
"2013-10-02","Nicolas Sarkozy","UMP",3.84556222119674e-06
"2013-10-10","CSA","Hadopi-CPD",4.66281984029841e-05
"2013-10-10","CSA","Marie-Françoise Marais",8.28517574929058e-05
"2013-10-10","CSA","Ministère de la Culture",0.000385579332947754
"2013-10-10","CSA","Mireille Imbert-Quaretta",6.28530574084113e-05
"2013-10-10","CSA","Mission Lescure",2.38125003720703e-05
"2013-10-10","Hadopi-CPD","Marie-Françoise Marais",7.68787238131847e-05
"2013-10-10","Hadopi-CPD","Ministère de la Culture",0.00035778175313059
"2013-10-10","Hadopi-CPD","Mireille Imbert-Quaretta",5.83217904789677e-05
"2013-10-10","Hadopi-CPD","Mission Lescure",2.20957852289675e-05
"2013-10-10","Marie-Françoise Marais","Ministère de la Culture",0.000635727908455182
"2013-10-10","Marie-Françoise Marais","Mireille Imbert-Quaretta",0.000103629627710563
"2013-10-10","Marie-Françoise Marais","Mission Lescure",3.92611059853556e-05
"2013-10-10","Ministère de la Culture","Mireille Imbert-Quaretta",0.00048227634434531
"2013-10-10","Ministère de la Culture","Mission Lescure",0.000182715147085693
"2013-10-10","Mireille Imbert-Quaretta","Mission Lescure",2.97842872992352e-05
"2013-10-13","CSA","Marie-Françoise Marais",4.14258787464529e-05
"2013-10-13","CSA","Mireille Imbert-Quaretta",3.14265287042057e-05
"2013-10-13","CSA","Mission Lescure",1.19062501860351e-05
"2013-10-13","Marie-Françoise Marais","Mireille Imbert-Quaretta",0.000103629627710563
"2013-10-13","Marie-Françoise Marais","Mission Lescure",3.92611059853556e-05
"2013-10-13","Mireille Imbert-Quaretta","Mission Lescure",2.97842872992352e-05
"2013-10-23","Calimaq","CSA",0.000385579332947754
"2013-10-23","Calimaq","Framasoft",0.006993006993007
"2013-10-23","CSA","Framasoft",0.000227842333105491
"2013-10-25","Calimaq","CSA",0.000385579332947754
"2013-10-25","Calimaq","Framasoft",0.006993006993007
"2013-10-25","CSA","Framasoft",0.000227842333105491
"2013-11-01","Justice","Maître Eolas",0.000478927203065135
"2013-11-01","Justice","Nicolas Sarkozy",1.7415534656914e-05
"2013-11-01","Maître Eolas","Nicolas Sarkozy",0.000126262626262627
"2013-12-10","ALPA","CNC",6.91802144586652e-05
"2013-12-10","ALPA","CNIL",1.79831857213505e-05
"2013-12-10","ALPA","Défense",0.000199401794616152
"2013-12-10","ALPA","Intérieur",0.000173837461973055
"2013-12-10","ALPA","LOPPSI",3.27519855891264e-05
"2013-12-10","ALPA","LQDN",2.41699144989275e-05
"2013-12-10","CNC","CNIL",5.41330590591676e-05
"2013-12-10","CNC","Défense",0.000600240096038419
"2013-12-10","CNC","Intérieur",0.000523286237571953
"2013-12-10","CNC","LOPPSI",9.85901607019624e-05
"2013-12-10","CNC","LQDN",7.27563752773839e-05
"2013-12-10","CNIL","Défense",0.000156030581994071
"2013-12-10","CNIL","Intérieur",0.0001360266612256
"2013-12-10","CNIL","LOPPSI",2.5628211535258e-05
"2013-12-10","CNIL","LQDN",1.89127978174631e-05
"2013-12-10","Défense","Intérieur",0.00150829562594268
"2013-12-10","Défense","LOPPSI",0.000284171639670362
"2013-12-10","Défense","LQDN",0.000209709552270106
"2013-12-10","Intérieur","LOPPSI",0.000247739378174161
"2013-12-10","Intérieur","LQDN",0.000182823712235477
"2013-12-10","LOPPSI","LQDN",3.44450472327711e-05
"2013-12-10","Luc Besson","Mission Lescure",0.000169664065151001
"2013-12-10","Luc Besson","V/U",0.000119846596356664
"2013-12-10","Mission Lescure","V/U",7.970795007094e-06
"2013-12-11","Amazon","Aurélie Filippetti",6.46778235912362e-05
"2013-12-11","Amazon","CSA",4.77383936030552e-05
"2013-12-11","Amazon","Éric Walter",0.000114057599087539
"2013-12-11","Amazon","FNAC",0.000132275132275132
"2013-12-11","Amazon","Netflix",0.000476190476190476
"2013-12-11","Aurélie Filippetti","CSA",1.70204798924306e-05
"2013-12-11","Aurélie Filippetti","Éric Walter",4.06656974675437e-05
"2013-12-11","Aurélie Filippetti","FNAC",4.71609130352764e-05
"2013-12-11","Aurélie Filippetti","Netflix",0.000169779286926995
"2013-12-11","CSA","Éric Walter",3.00151576546156e-05
"2013-12-11","CSA","FNAC",3.48092453355611e-05
"2013-12-11","CSA","Netflix",0.00012531328320802
"2013-12-11","Éric Walter","FNAC",8.3166999334664e-05
"2013-12-11","Éric Walter","Netflix",0.000299401197604791
"2013-12-11","FNAC","Netflix",0.000347222222222222
"2013-12-12","Christian Paul","Corinne Erhel",0.000597371565113502
"2013-12-12","Christian Paul","Défense",0.000316255534471854
"2013-12-12","Christian Paul","France Télécom",0.00017343045438779
"2013-12-12","Christian Paul","Laure de La Raudière",0.000413564929693963
"2013-12-12","Christian Paul","Lionel Tardy",0.000108613011838818
"2013-12-12","Christian Paul","Patrick Bloche",5.19453534881306e-05
"2013-12-12","Christian Paul","Twitter",3.98247710075667e-05
"2013-12-12","Christian Paul","UMP",1.36455433655368e-05
"2013-12-12","Corinne Erhel","Défense",0.00326797385620916
"2013-12-12","Corinne Erhel","France Télécom",0.0017921146953405
"2013-12-12","Corinne Erhel","Laure de La Raudière",0.00427350427350428
"2013-12-12","Corinne Erhel","Lionel Tardy",0.00112233445566779
"2013-12-12","Corinne Erhel","Patrick Bloche",0.000536768652710683
"2013-12-12","Corinne Erhel","Twitter",0.000411522633744856
"2013-12-12","Corinne Erhel","UMP",0.000141003948110547
"2013-12-12","Défense","France Télécom",0.00094876660341556
"2013-12-12","Défense","Laure de La Raudière",0.00226244343891403
"2013-12-12","Défense","Lionel Tardy",0.000594177064765301
"2013-12-12","Défense","Patrick Bloche",0.000284171639670362
"2013-12-12","Défense","Twitter",0.000217864923747277
"2013-12-12","Défense","UMP",7.46491489997013e-05
"2013-12-12","France Télécom","Laure de La Raudière",0.00124069478908189
"2013-12-12","France Télécom","Lionel Tardy",0.000325839035516454
"2013-12-12","France Télécom","Patrick Bloche",0.000155836060464391
"2013-12-12","France Télécom","Twitter",0.0001194743130227
"2013-12-12","France Télécom","UMP",4.09366300966103e-05
"2013-12-12","Laure de La Raudière","Lionel Tardy",0.000777000777000778
"2013-12-12","Laure de La Raudière","Patrick Bloche",0.000371609067261242
"2013-12-12","Laure de La Raudière","Twitter",0.000284900284900285
"2013-12-12","Laure de La Raudière","UMP",9.76181179226863e-05
"2013-12-12","Lionel Tardy","Patrick Bloche",9.75943004928513e-05
"2013-12-12","Lionel Tardy","Twitter",7.48222970445192e-05
"2013-12-12","Lionel Tardy","UMP",2.56370814746448e-05
"2013-12-12","Patrick Bloche","Twitter",3.57845768473788e-05
"2013-12-12","Patrick Bloche","UMP",1.2261212879178e-05
"2013-12-12","Twitter","UMP",9.40026320736977e-06
"2013-12-19","Apple","Spotify",6.45161290322581e-05
"2011-10-11","EMI","FNAC",0.000204248366013072
"2011-10-11","EMI","Mission Olivennes",0.000163853842372604
"2011-10-11","FNAC","Mission Olivennes",7.73754255648405e-05
"2014-01-09","François Hollande","Frédéric Mitterrand",1.91160271160845e-05
"2014-01-09","François Hollande","Mission Lescure",1.59148871833434e-05
"2014-01-09","François Hollande","Twitter",2.48154352006948e-05
"2014-01-09","François Hollande","V/U",3.3725675356649e-05
"2014-01-09","Frédéric Mitterrand","Mission Lescure",1.35537626939459e-05
"2014-01-09","Frédéric Mitterrand","Twitter",2.11338299783378e-05
"2014-01-09","Frédéric Mitterrand","V/U",2.8722151480627e-05
"2014-01-09","Mission Lescure","Twitter",1.75947919415852e-05
"2014-01-09","Mission Lescure","V/U",2.3912385021282e-05
"2014-01-09","Twitter","V/U",3.72856077554064e-05
"2014-01-13","Apple","CSA",2.00501253132832e-05
"2014-01-13","Apple","Dailymotion",4.81927710843374e-05
"2014-01-13","Apple","Facebook",3.16205533596838e-05
"2014-01-13","Apple","France Télévisions",0.000105263157894737
"2014-01-13","Apple","Lagardère",0.000307692307692308
"2014-01-13","Apple","Mireille Imbert-Quaretta",5.01567398119122e-05
"2014-01-13","Apple","Mission Lescure",1.90023752969121e-05
"2014-01-13","Apple","Netflix",2e-04
"2014-01-13","Apple","Xavier Niel",6.10687022900763e-05
"2014-01-13","CSA","Dailymotion",3.01959718573542e-05
"2014-01-13","CSA","Facebook",1.98123767917818e-05
